,id,score,query,title,content,model_name,is_found
139,139,0.99999994,АГРЕГАТ,АГРЕГАТ,"Соединение для общей работы двух или нескольких разнотипных машин. Уборочный а. 2. Часть какой-н. машины, узел(в 3 знач.) для выполнения определенных операций. II прил. агрегатный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18351,18351,1.0,ПОБОРНИК,ПОБОРНИК,"Защитник, сторонник чего-н. П. мира. II ж. поборница, -ы. II прил. поборнический, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
12197,12197,1.0,МЕРЗЛОТА,МЕРЗЛОТА,"Состояние почвы, содержащей в себе лед. Вечная м. II прил. мерзлотный, -ая, -ое. Мерзлотная станция. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
8837,8837,1.0000002,ИСПАРЕНИЕ,ИСПАРЕНИЕ,Испаряющееся вещество. Вредные испарения. Болотные испарения. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
9396,9396,1.0,КАСТРКУЛЯ,КАСТРКУЛЯ,"Металлическая посуда для варки пищи. Алюминиевая, эмалированная к. II прил. кастрюльный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
21563,21563,1.0,ПРОСВЕТИТЕЛЬСТВО,ПРОСВЕТИТЕЛЬСТВО,"Деятельность просветителя, просветителей. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
30141,30141,1.0,ЧЕРВЯК,ЧЕРВЯК,"То же, что червь. Ловить рыбу на червяка. 2. перен. О жалком, ничтожном человеке (презр). 3. Зубчатое колесо в форме винта для передачи движения в нек-рых механизмах (спец.). II уменьш. червячок, -чка, м. (к 1 знач.). * Червячка заморить - поев немного, слегка утолить голод. I) прил. червячный, -ая, ое (к 1 и 3 знач.) и червяковый, -ая, ое (к 1 знач.). Червячная передача. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
25525,25525,0.99999994,СМИРНЫЙ,СМИРНЫЙ,"Спокойный, тихий, покорный. Смирная лошадь. Смирно (нареч.) вести себя. Смирно! (команда: стоять навытяжку, неподвижно). II сущ. смирность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
1844,1844,1.0,БРЕНЧАТЬ,БРЕНЧАТЬ,"Тихо позванивать, звякать. Бренчат шпоры. Б. ключами. 2. на чем. Неумело или небрежно играть на музыкальном инструменте (разг.). Б. на гитаре. II сов. пробренчать, -чу, -чишь. II сущ. бренчанье, -я, ср. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
3810,3810,1.0,ВЫКРЕСТ,ВЫКРЕСТ,"Человек, перешедший в христианство из другой религии. II ж. выкрестка, -и. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
12144,12144,1.0,МЕЛОДЕКЛАМАТОР,МЕЛОДЕКЛАМАТОР,"Артист, занимающийся мелодекламацией. II прил. ме-лодекламаторский, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
29191,29191,1.0,ФИЖМЫ,ФИЖМЫ,"В 18 - нач. 19 в.: каркас в виде обруча, вставлявшийся под юбку ) бедер, а также юбка с таким каркасом. ФИЗ... Первая часть сложных слов со знач. 1) физический (во 2 знач.), напр. физза рядка, физкультура, фиэподготовка, физ процедуры, 2) физкультурный, напр. физрук. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
11102,11102,1.0,ЛАКОМИТЬСЯ,ЛАКОМИТЬСЯ,"Есть что-н. вкусное, лакомое. Л. вареньем. II сов. полакомиться, -млюсь, -мишься. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
17625,17625,1.0,ПЕРЕМЕШАТЬ,ПЕРЕМЕШАТЬ,"Мешая, соединить вместе разное или переместить беспорядочно. П. свои и чужие вещи. П. карты в колоде. II несов. перемешивать, -аю,-аешь. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
29602,29602,1.0000001,ХЛЕБОПЕКАРНЯ,ХЛЕБОПЕКАРНЯ,То ,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
7770,7770,1.0000001,ЗАУМНЫЙ,ЗАУМНЫЙ,"Бессмысленный, непонятный. Заумная речь. II сущ. заумность, -и, ж. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
18489,18489,1.0,ПОГРЕБОК,ПОГРЕБОК,"Небольшой кабачок, обычно в полуподвальном этаже. Завсегдатаи погребка. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
21637,21637,1.0,ПРОСТОЙ,ПРОСТОЙ,"Однородный по составу, не составной. Простое вещество (вещество, состоящее из атомов одного химического элемента). 2. Не сложный, не трудный, легко доступный пониманию, осуществлению. Простое решение. Задача решается просто (нареч.). Простое дело. Проще простого (совершенно просто; разг.). 3. Безыскусственный, незамысловатый. Простое платье. Простая обстановка. Одета просто (нареч.) и со вкусом. 4. полн. ф. Не лучшего качества, грубый по обработке. П. помол. П. холст (небеленый). Простые чулки (хлопчатобумажные). 5. Добродушный, простодушный, не церемонный. Не стесняйся его, он человек п. С ним мне легко и просто (в знач. сказ.). 6. поля. ф. Самый обыкновенный, не выделяющийся среди других. П. смертный. Простые люди (трудовой народ). 7. полн. ф. Принадлежащий к непривилегированным сословиям, не дворянский (устар.). П. народ. 8. Глуповатый, недалекий [перво-наи. неумный, глупый]. Этот дурачок не так прост, как кажется. 9. просто, частица. Усиливает слово, к к-рому относится, или высказывание в целом. Этому просто нельзя поверить. Просто невероятно! 10. просто, частица. О том, что легко объяснимо, что нетрудно понять: именно, не иначе как. Он просто не умен. Все это просто ложь. 11. просто, в знач. союза. Соединяет предложения, выражая противопоставление; а1 (в 1 знач.). Я не болен, просто устал. 12. просто, нареч. Как-то случайно, без особого намерения. Просто зашел на огонек. 13. просто, нареч. Без лишних сложностей, без церемоний. Зовите меня не Иван Иванович, а просто Ваня. * Простой карандаш - карандаш с черным грифелем, не цветной. Простым глазом - без помощи оптических приборов. Просто-напросто то же, что просто (см. простой в 10 и 11 знач.). А просто - то же, что просто (см. простой в И знач.) Он не лентяй, (а) просто его избаловали. Просто так - без всякого умысла, намерения, просто. Сказал просто так. Ты зачем пришел? - Просто так. II уменьш. простенький, -ая, -ое (ко 2, 3 и 8 знач.). II сущ. простота, -ы, ж. (ко 2, 3, 5 и 8 знач.). По простоте сердечной (по излишней доверчивости, наивности). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
19349,19349,0.99999994,ПОЛОН,ПОЛОН,"То же, что плен. Взять в п. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
16271,16271,1.0,ОСТУЖАТЬ,ОСТУЖАТЬ,"То же, что студить. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
23074,23074,1.0,РАССОРИТЬСЯ,РАССОРИТЬСЯ,"Окончательно поссориться с кем-н. Р.. с соседями. II несов. рассориваться, -аюсь,-аешься. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
18948,18948,1.0,ПОДСТУПИТЬ,ПОДСТУПИТЬ,"Подойти близко. П. к стенам крепости. Я вплотную к кому-чему-н. Вода подступила к пристани (перен.). Деревня подступила к реке (перен.). 2. к кому. Подойти, обратившись с просьбой, вопросом (разг.). Сегодня к нему и п. нельзя (очень занят или сердит, расстроен). 3. (1 и 2 л. не употр.). О чувствах, состоянии: обнаружиться, проявиться. Подступила тоска. Под сердце подступило (безл., о боли). Слезы подступили к глазам. Комок к горлу подступил (сдавило горло от волнения, слез). II несов. подступать, -аю, -аешь. II сущ. подступ, -а, м. (к 1 знач.). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
5178,5178,0.9999999,ДАРОВЩИНКА,ДАРОВЩИНКА,"То же, что дармовщинка. * На даровщинку то же, что на дармовщинку. Угоститься на даровщинку, ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
15859,15859,1.0,ОНИКС,ОНИКС,"Минерал, разновидность агата. II прил. ониксовый, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
21529,21529,1.0000001,ПРОРАН,ПРОРАН,"Суженная часть русла, проход, временно оставляемый для пропуска воды при сооружении плотины и закрываемый при завершении работ. 2. Промоина, отверстие в плотине, дамбе, прорванной водным потоком. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
1853,1853,0.9999999,БРИГАДИР,БРИГАДИР,"Руководитель бригады (во 2 и 3 знач.). Б. поезда. Б. строителей. 2. В русской армии в 18 в.: военный чин рангом выше полковника, а также лицо, имеющее этот чин. II ж. бригадирша, -и (к 1 знач.; разг.). II прил. бригадирский, -ая,-ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
30449,30449,1.0,ШАНЕЦ,ШАНЕЦ,В 17-19 вв.: отрытое в земле большое четырехугольное полевое укрепление. ,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
6456,6456,1.0000002,ЕДИНОБОРСТВО,ЕДИНОБОРСТВО,"Бой один на один. Выйти на е. Восточные единоборства (разные виды рукопашного боя и самозащиты). Спортивные единоборства (борьба, бокс, фехтование). Вступить в в- с кем-н. (также перен.). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
21368,21368,1.0,ПРОКУРАТОР,ПРОКУРАТОР,"В Древнем Риме: вольноотпущенник или раб, управляющий имением, поместьем. 2. Чиновник, приближенный к императору и ведающий его казначейством, сбором налогов, другими делами. 3. В Древнем Риме: управляющий провинцией, подчиненный наместнику. Понтий Пилат - п. Иудеи. II прил. про-кураторский, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
23223,23223,0.9999999,РАСЧЕСТЬ,РАСЧЕСТЬ,"То же, что рассчитать (в 1, 3 и устар. во 2 знач.). Р. расходы. Р. все заранее. Р. с работы. II несов. рассчитывать, -аю, -аешь. II сущ. расчет, -а, м. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
11457,11457,0.9999999,ЛИТЕРНЫЙ,ЛИТЕРНЫЙ,"Обозначенный не цифрой, а литерой (в 1 знач.) в знак особого, специального назначения. Л. вагон. Л. поезд. Литерная ложа (в театре). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
7348,7348,1.0000001,ЗАМУЧИТЬ,ЗАМУЧИТЬ,"Мучениями извести, довести до смерти. 3. в неволе. II несов. замучивать, -аю, -аешь. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
4367,4367,1.0,ГЕПАТИТ,ГЕПАТИТ,"Воспалительное заболевание печени. Инфекционный (вирусный) г. II прил. гепатитный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
10826,10826,1.0,КРЫСОЛОВКА,КРЫСОЛОВКА,"Капкан для крыс. 2. Собака, истребляющая крыс. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
15255,15255,0.99999994,ОБРУБ,ОБРУБ,"Место, где что-н. обрублено. О. бревна. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
1327,1327,0.9999999,БЕСПРИЧИННЫЙ,БЕСПРИЧИННЫЙ,"Не имеющий основания, причины. Б. смех. 11 сущ беспричинность, -и, ж. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
8683,8683,1.0,ИНОСКАЗАНИЕ,ИНОСКАЗАНИЕ,"Выражение, содержащее иной, скрытый смысл, аллегория. Говорить иносказаниями. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
8839,8839,1.0,ИСПЕСТРИТЬ,ИСПЕСТРИТЬ,"Сделать очень пестрым, разноцветным. И. стены картинками. и несов. испестрять, -яю, -яешь. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
23609,23609,1.0,РИГОРИЗМ,РИГОРИЗМ,"Чрезмерная строгость, прямолинейность в соблюдении нравственных принципов, в поведении. II прил. ригористический, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
11899,11899,1.0,МАНТИЛЬЯ,МАНТИЛЬЯ,"У испанок: кружевная накидка на голову и плечи. 2. Короткая, не доходящая до колен накидка без рукавов. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
4364,4364,1.0,ГЕОРГИН,ГЕОРГИН,"Крупное садовое травянистое растение сем. сложноцветных с большими яркими соцветиями. II прил. георгинный, -ая, oое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
15901,15901,0.99999994,ОПЕРИТЬ,ОПЕРИТЬ,"Снабдить, украсить пером. О. стрелу. II несов. оперять, -яю, -яешь. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
18903,18903,1.0,ПОДСКАЗЧИК,ПОДСКАЗЧИК,"Тот, кто подсказывает (в 1 знач.). II ж. подсказчица, -ы. ПОДСКОБЛИТЬ, -облю, -облишь и -облишь; -обленный; сов., что. Соскоблить немного или часть чего-н. П. краску. II несов. подскабливать, -аю, -аешь. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
14768,14768,1.0000001,НОСОГРЕЙКА,НОСОГРЕЙКА,Короткая курительная трубка. ,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
9699,9699,1.0,КЛЕТЬ,КЛЕТЬ,"Кладовая при избе или в отдельной постройке (обл.). 2. Подъемное устройство в шахте. Шахтная к. 3. Основная часть прокатного стана (спец.). II уметай, клетушка, -и, ж. (к 1 знач.). II прил. клетьевой, -ая, -ое (ко 2 знач.). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
15370,15370,1.0,ОБЩАТЬСЯ,ОБЩАТЬСЯ,"Поддерживать общение, взаимные отношения. О. с друзьями. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
21153,21153,1.0,ПРОГНОЗИСТ,ПРОГНОЗИСТ,"Специалист по прогнозированию чего-н. II ж. прогнозйстка, -и. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
14215,14215,1.0,НЕКРОПОЛЬ,НЕКРОПОЛЬ,"Место, где похоронены знаменитые люди; по отношению к древнему миру - вообще могильник, кладбище. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
28354,28354,0.99999994,УДЕРЖАТЬ,УДЕРЖАТЬ,"Держа, не дать упасть кому-чему-н. У. в руках. 2. что. Сохранить, сберечь. У. первое место в соревновании. У. в памяти. 3. что. Не отпустить, не отдать часть чего-н. при выплате (офиц.). У. алименты из заработной платы. 4. кого (что). Сдержав, остановить или не отпустить. У. лошадей. У. гостя до вечера. 5. кого (что) от чего. Не дать сделать что-н. У. от необдуманного поступка. 6. что. Не дать обнаружиться чему-н. У. слезы. II несов. удерживать, -аю, -аешь. II сущ. удерживание, -я, ср. (к 1, 2, 4, 5 и 6 знач.) и удержание, -я, ср. (к 3 знач.). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
9083,9083,1.0,КАЙЛО,КАЙЛО,"То же, что кирка. II прил. кайловый, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
6288,6288,1.0,ДУБИНА,ДУБИНА,"Толстая тяжелая палка. 2. м. и ж; перен. Тупой, глупый человек (прост, бран.). II ласк. дубинушка, -и, ж. (к 1 знач.). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
13589,13589,1.0,НАРОДИТЬ,НАРОДИТЬ,Родить в каком-н. количестве. Н. сыновей. ,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
19293,19293,1.0,ПОЛИЦЕЙСКИЙ,ПОЛИЦЕЙСКИЙ,Служащий полиции. ,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
15248,15248,1.0,ОБРЕЧЬ,ОБРЕЧЬ,"Предназначить к какой-н. неизбежной участи (обычно тяжелой). О. на страдания, на гибель. Это дело обречено на провал. II несов. обрекать, -аю, -аешь. II сущ. обречение, -я, ср. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
3550,3550,0.9999999,ВСТУПИТЬСЯ,ВСТУПИТЬСЯ,"Взять под свою защиту кого-что-н. В. за товарища. В. за чъи-н. интересы. II несов. вступаться, -аюсь, -аешься. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
26619,26619,0.9999999,СТОРОЖЕВОЙ,СТОРОЖЕВОЙ,"Предназначенный для охраны чего-н., дозора. Сторожевая вышка. Сторожевое охранение. С. корабль. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
27322,27322,0.99999994,ТЕЛЕСА,ТЕЛЕСА,"О теле толстяка, толстухи. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
22139,22139,1.0,ПЬЯНЬ,ПЬЯНЬ,"Пьяные, пьющие люди. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
3208,3208,1.0,ВОРОЖИТЬ,ВОРОЖИТЬ,"Колдуя, гадать (в 1 знач.). Знахарка ворожит над наговорной водой, * Бабушка ворожит кому (разг. шутл.) - о том, кто удачлив, кому во всем везет. II сущ. ворожба, -Ы, ж. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
19492,19492,1.0000001,ПОМИДОР,ПОМИДОР,"Огородное растение сем. пасленовых, а также его округлый сочный плод красного или, реже, желтого цвета, томат. II прил. помидорный, -ая,-ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
25610,25610,0.9999999,СНЕЖИНКА,СНЕЖИНКА,"Пушинка, кристаллик снега. Порхают снежинки. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
5516,5516,1.0,ДЕРИВАЦИЯ,ДЕРИВАЦИЯ,"Боковое отклонение снарядов и пуль при полете. 2. Отвод воды от русла реки по каналу. 3. То же, что словопроизводство. II прил. деривационный, -ая,-ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
3180,3180,0.99999994,ВООДУШЕВИТЬСЯ,ВООДУШЕВИТЬСЯ,"Почувствовать подъем духа от че-го-н., вдохновиться, увлечься. В. новой идеей. II несов. воодушевляться, -яюсь, -яешься. II сущ. воодушевление, -я, ср. Го-воритъ с воодушевлением ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
8477,8477,1.0,ИЗРАИЛЬТЯНСКИЙ,ИЗРАИЛЬТЯНСКИЙ,"Относящийся к израильтянам, к их языку (ивриту), национальному характеру, образу жизни, культуре, а также к Израилю, его территории, внутреннему устройству, истории; такой, как у израильтян, как в Израиле. Израильские государственные языки (иврит, арабский). Израильская лира. И. фунт (денежная единица). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
2905,2905,0.9999999,ВНУШИТЬ,ВНУШИТЬ,"Воздействуя на волю, сознание, побудить к чему-н., заставить усвоить что-н. В. страх. В. уважение к старшим. II несов. внушать, -аю, -аешь. II сущ. внушение, -я, ср. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
22811,22811,1.0,РАЛЛИ,РАЛЛИ,"Авто- или мотогонки на специальных спортивных машинах. Многодневное автомобильное, мотоциклетное р. II прил. раллийный, -ая, oое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
20081,20081,1.0,ПОЭЗИЯ,ПОЭЗИЯ,"Словесное художественное творчество, преимущ. стихотворное. 2. Стихи, произведения, написанные стихами. П. и проза. Классическая русская п. Современная п. 3. перен; чего. Красота и прелесть чего-н., возбуждающие чувство очарования. П. летнего утра. II прил. поэтический, -ая, -ое. Поэтическое творчество. П. ландшафт. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
10272,10272,1.0,КОНЬКОБЕЖЕЦ,КОНЬКОБЕЖЕЦ,"Спортсмен, занимающийся конькобежным спортом, а также вообще тот, кто катается на коньках. II ж. конькобежка, -и. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
30041,30041,0.99999994,ЧАДРА,ЧАДРА,"У мусульман: легкое покры- вало, закрывающее голову и лицо женщины и спускающееся по плечам вниз (до ног). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
21981,21981,1.0,ПУЗЫРЬ,ПУЗЫРЬ,"Наполненный воздухом прозрачный шарик в жидкости, жидкой массе. Мыльный п. (выдуваемый из мыльной пены; также перен.: о чем-н. ярком, но непрочном, о дутой величине; неодобр.). Пускать пузыри (захлебнувшись или набрав слюны, выпускать воздух ртом; также перен.: тонуть; разг.). П. в стекле (застывший). 2. То же, что волдырь. П. от ожога. Натереть ладони до пузырей. 3. Полый орган в теле человека, животного, содержащий или накапливающий какую-н. жидкость. Мочевой п. Желчный п. 4. Резиновый или эластичный мешок, наполняемый воздухом или водой, употр. для различных целей (разг.). Плавать с пузырями. П. с горячей водой (грелка). П. со льдом. 5. То же, что карапуз (разг. шутл.). II прил. пузырный, -ая, -ое (ко 2 и 3 знач.; спец.). II уменьш. пузырек, -рька. л*, (к 1 и 2 знач.). II прил. пузырьковый, -ая, -ое (ко 2 знач.; спец.). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
21956,21956,1.0,ПУБЛИЦИСТ,ПУБЛИЦИСТ,"Писатель - автор публицистических произведений. II ж. публицистка, -и. II прил. публицистский, -ая,-ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
15262,15262,1.0,ОБРУЧИТЬСЯ,ОБРУЧИТЬСЯ,"Обменяться обручальными кольцами во время обручения. II несов. обручаться, -аюсь, -аешься. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
18808,18808,1.0,ПОДОРОЖНИК,ПОДОРОЖНИК,"Сорная луговая, обычно придорожная, трава с мелкими цветками, собранными в соцветия в виде колоса. 2. Пирожок, закуска, взятая в дорогу (устар). II прил. подорожниковый, -ая, -ое (к I знач.). Семейство подорожниковых (сущ.). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
30074,30074,0.9999999,ЧАЙНИЦА,ЧАЙНИЦА,"Сосуд, коробочка для сухого рассыпного чая. Серебряная, фарфоровая ч. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
24399,24399,1.0,СВЕТОТЕХНИК,СВЕТОТЕХНИК,Специалист по светотехнике. Инженер-с. ,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
3183,3183,1.0,ВООЧИЮ,ВООЧИЮ,"Своими глазами. Убе-диться в. в чем-н. 2. Вполне наглядно, зримо. В. представить себе что-н. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
2810,2810,0.9999999,ВЛАГА,ВЛАГА,"Сырость, вода, содержащаяся в чем-н. Воздух, насыщенный влагой. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
3738,3738,1.0,ВЫДОХ,ВЫДОХ,Одно выдыхательное движение; противоп. вдох. Сделать в. Глубокий в. ,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
21665,21665,1.0,ПРОСТУКАТЬ,ПРОСТУКАТЬ,"То же, что выстукать (во 2 знач.). П. больному грудь. II несое. простукивать, -аю, -аешь. И сущ. простукивание, -я, ср. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
10656,10656,1.0,КРЕСТЕЦ,КРЕСТЕЦ,"Несколько сросшихся позвонков - место соединения костей таза с позвоночником. II прил. крестцовый, -ая, -ое. Крестцовая кость. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
14013,14013,1.0,НЕВРОЛОГИЯ,НЕВРОЛОГИЯ,"Совокупность разделов медико-биологических наук, изучающих нервную систему и ее заболевания. II прил. неврологический, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
17826,17826,1.0000001,ПЕРЕЧИТАТЬ,ПЕРЕЧИТАТЬ,"Прочитать заново. П. Пушкина. 2. Прочитать много чего-н. П. все журналы. II несов. перечитывать, -аю, -аешь (к 1 знач.). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
13130,13130,1.0,НАГРОМОЖДЕНИЕ,НАГРОМОЖДЕНИЕ,"Беспорядочная груда, скопление чего-н. (книжн.). Н. камней. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
8236,8236,0.99999994,ИДЕОГРАММА,ИДЕОГРАММА,"Письменный знак - условное изображение или рисунок, выражающий целое понятие. ИДЕОГРАФИЯ, -и, ж. Письмо при помощи идеограмм. II прил. идеографический, -ая, -ое. Идеографическое письмо. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
12808,12808,1.0,МРАМОРНЫЙ,МРАМОРНЫЙ,"Рисунком, цветом похожий на мрамор. М. узор. Мраморная бумага. 3. перен. О лице, коже: матово-белый. М. лоб. Мраморные плечи. II сущ. мраморностъ, -и, ж. (к 3 знач.). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
2589,2589,0.9999999,ВЗДУМАТЬ,ВЗДУМАТЬ,"Неожиданно, вдруг захотеть или решить что-н. сделать. Вздумал прокатиться. Не вздумай убежать! (не посмей!). ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
21388,21388,1.0,ПРОЛИВ,ПРОЛИВ,"Узкое водное пространство, разделяющее участки суши и соединяющее смежные водные бассейны или их части. II прил. проливный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
14725,14725,0.99999994,НОЖКА,НОЖКА,"Опора, стойка (мебели, утвари, прибора, какого-н. устройства). Н. стула. 3. Стебелек, на к-ром держится цветок, а также нижняя, под шляпкой, часть гриба. Н. одуванчика. Н. сыроежки. 4. Один из раздвижных стержней измерительного или чертежного инструмента. Н. циркуля. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
1315,1315,1.0000001,БЕСПРЕПЯТСТВЕННЫЙ,БЕСПРЕПЯТСТВЕННЫЙ,"Не связанный ни с какими затруднениями, не встречающий препятствий. Б. въезд. II сущ. беспрепятственность, -и, ж. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
31076,31076,1.0,ЭЛЕКТРИЗОВАТЬ,ЭЛЕКТРИЗОВАТЬ,"Сообщать чему-н. электрический заряд. 2. перен., кого (что), Приводить в возбужденное состояние (книжн.). I) сов. наэлектризовать, -зую; -зуешь; -бванный. 11 сущ. алектрнзация, -и ж. (к 1 знач.). Э. трением. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
17699,17699,1.0,ПЕРЕПРЫГНУТЬ,ПЕРЕПРЫГНУТЬ,"Прыгнуть через что-н. П. канаву и через канаву. II несов. перепрыгивать, -аю, -аешь. ПЕРЕПРЯЧЬ, -ягу, -яжешь, -ягут; -яг, -ягла; -яженный (-ен, -ена); -ягши; сов., кого (что). Запрячь заново. П. лошадей. II несов. перепрягать, -аю, -аешь. II сущ перепряжка, -и, ж. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
18726,18726,1.0,ПОДМАСЛИТЬ,ПОДМАСЛИТЬ,"Подбавить масла к чему-н. П. кашу. 2. перен., кого (что). Задобрить; подмазать (во 2 знач.) (прост.). II несов. подмасливать, -аю, -аешь. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
12598,12598,0.99999994,МОЛОДЕЦ,МОЛОДЕЦ,"В народной словесности: удалец, храбрец. Добрый м. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
18593,18593,1.0,ПОДГРУППА,ПОДГРУППА,"Подразделение внутри группы. II прил. подгрупповой, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
