,url,title,text,topic,tags,date
269991,https://lenta.ru/news/2009/02/20/up/,Девальвация принесла российским нефтяникам 800 миллиардов рублей,"Ослабление курса рубля по отношению к доллару и евро принесло российским нефтяникам с августа 2008 года около 800 миллиардов рублей. Об этом пишет газета ""Ведомости"". По данным ""Роснефти"", которые приводит издание, для экспортеров нефти рост курса доллара на один рубль равен росту цены топлива на пять долларов. По словам вице-президента ""Роснефти"" Питера O'Браена, с учетом девальвации и выравнивания экспортных пошлин компания сейчас работает ""примерно при цене 70 долларов за баррель"". Напомним, девальвация российской валюты проводилась Центробанком с ноября 2008 года. На тот момент стоимость бивалютной корзины (0,45 евро и 0,55 доллара) составляла чуть больше 30 рублей. Однако в начале 2009 года ее цена превысила 40 рублей. 12 февраля премьер-министр России Владимир Путин в ходе выездного заседания правительства, посвященного развитию нефтяной отрасли, заявил, что налоговая нагрузка на отечественных нефтяников уже снизилась на 500 миллиардов рублей. Частично это произошло из-за уменьшения экспортной пошлины на нефть, которая с 1 января 2009 года упала до 100,9 доллара. Еще летом прошлого года ставка пошлины достигала 495 долларов за тонну.",Экономика,Все,2009/02/20
106647,https://lenta.ru/news/2004/11/24/budget/,Госдума приняла бюджет на 2005 год,"Государственная Дума РФ приняла в третьем чтении за основу федеральный бюджет на 2005 год, сообщает РИА ""Новости"". При необходимых 226 голосах документ поддержали 339 депутатов, ""против"" проголосовали пятеро депутатов, воздержались трое. Вице-спикер Госдумы Владимир Пехтин сообщил, что основные изменения в бюджете коснулись увеличения ассигнований на решение социально-экономических вопросов, в том числе на ежемесячные денежные выплаты. Кроме того, при подготовке бюджета к третьему чтению было увеличено финансирование госбезопасности и борьбы с международным терроризмом.",Экономика,Все,2004/11/24
205242,https://lenta.ru/news/2007/10/25/corporal/,Полковник милиции пытался стать генералом за 200 тысяч долларов,"В суд на новое рассмотрение поступило дело в отношении бывшего первого заместителя начальника ГУВД Тюменской области полковника Василия Стафеева. Его подозревают в попытке дать взятку в размере 200 тысяч долларов за присвоение ему генеральского звания и положительное решение аттестационной комиссии о соответствии занимаемой должности, передает ""УралИнформБюро"". Предполагаемый сообщник Стафеева бывший милиционер Артур Маркарян был задержан с деньгами, которые он должен был передать должностному лицу в МВД РФ, в тюменском аэропорту ""Рощино"". Однако 17 сентября 2007 года Калининский райсуд Тюмени оправдал обоих, не найдя в их действиях состав преступления. Областная прокуратура посчитала, что решение суда не было основано на материалах дела, и направила кассацию в облсуд, который ее удовлетворил и отменил оправдательный приговор полковнику.",Россия,Все,2007/10/25
472962,https://lenta.ru/news/2013/07/16/lotsofbanks/,Непригодными для оплаты штрафов ГИБДД признали 700 банков,"Опубликован список из 698 банков, которые передают неполную информацию об оплаченных штрафах ГИБДД в систему учета платежей. Документ доступен на сайте департамента транспорта города Москвы. В перечень, как сообщается, попали те кредитные организации, которые передают не все данные о штрафах в Государственную информационную систему о государственных и муниципальных платежах (ГИС ГМП). Сам список был предоставлен Федеральным казначейством России. Для полноценного учета оплаченных штрафов в банках, которые не попали в список, департамент транспорта призвал автовладельцев указывать номер административного постановления при оплате квитанции. Ранее ведомство уже называло 11 банков, которые не в полной мере исполняют законодательство о передаче информации о платежах. Представители банков и Федерального казначейства, в свою очередь, заявили, что ГИБДД не указывает в административных постановлениях идентификатор платежа в информационной системе. Система ГИС ГМП, в которую должны передавать информацию все банки, принимающие платежи в пользу бюджетных учреждений, заработала с 1 января 2013 года. В мае стало известно, что из-за сбоя в системе десятки тысяч оплативших штрафов водителей попали в категорию неплательщиков.",Россия,,2013/07/16
569333,https://lenta.ru/news/2015/11/18/oldwedding1/,Старейшими молодоженами в мире признаны 103-летний британец и его избранница,"Жители Великобритании 103-летний Джордж Кирби и 91-летняя Дорин Лаки попали в Книгу рекордов Гиннесса как самые старые молодожены в мире, сообщает Metro. Пара сыграла свадьбу в июне 2015 года после 27 лет отношений. Затем новобрачные в течение пяти месяцев ожидали верификации данного достижения. Бракосочетание состоялось в июне 2015 года в отеле Langham в городе Истборн на южном побережье Англии. Церемония была проведена в день рождения жениха, который выразил уверенность, что остаток жизни супруги проведут вместе. Во время мероприятия Дорин была одета в белое платье с голубыми цветами. Жених, облаченный в костюм, находился в инвалидной коляске из-за полученной травмы. Кирби и Лаки состояли в гражданском союзе с 1988 года и решили обручиться, когда на этом настояли их дети. Мужчина сделал предложение возлюбленной в День святого Валентина. Познее Кирби признался в интервью, что не стал вставать на одно колено, поскольку опасался, что не сможет с него подняться. В день бракосочетания их общий возраст составлял 194 года 280 дней. Общий возраст предыдущих рекордсменов составлял 191 год 126 дней. ",Из жизни,Люди,2015/11/18
7322,https://lenta.ru/news/2000/05/05/turkey/,Новому президенту Турции для победы более чем хватило 330-ти голосов,"Юрист Ахмет Некдет Сезер был избран в пятницу новым президентом Турции. Он одержал легкую победу, так как именно его поддерживал премьер-министр Эджевит. То, что к власти пришел поддержанный правительством президент, сможет рассеять политическую неопределенность, самым пагубным образом сказывавшуюся на турецком финансовом рынке в последние месяцы и затруднявшую его работу. Сезер, с тех пор, как его кандидатура была выдвинута премьер-министром, избегал публичных выступлений. Весьма вероятно, что нового президента поддержат и западные партнеры Турции, так как от него ждут, что он предоставит большую  свободу слова и  расширит конституционные права, урезанные с того времени, как к власти в 1982 году пришли военные. Эджевит остановился на кандидатуре председателя Конституционного суда после того, как в ходе многосторонних консультаций  был достигнут консенсус, призванный избежать расколов,  которые могли бы торпедировать программу реформ его правительства, поддержанную 4-миллиардным займом МВФ.В результате 58-летний Сезер набрал в третьем туре голосования 330 голосов (при необходимых 276, т.е. простое большинство в 550-местном турецком парламенте). В двух первых турах Сезер набрал соответственно 281 и 314 голосов, значительно опередив десять своих соперников. Однако, по конституции, для победы в них он должен был получить более двух третей голосов. Для победы же в третьем туре было достаточно простого большинства. Таким образом, Сезер стал 10-ым президентом Турции. Официальная церемония передачи президентских полномочий от ветерана турецкой политики Сулеймана Демиреля и вступления в должность на семилетний срок Ахмета Сезера состоится 16 мая.",Мир,Все,2000/05/05
189003,https://lenta.ru/news/2007/05/14/video/,AMD представила новую серию видеокарт Radeon HD 2000,"Компания AMD заявила об официальном выпуске серии видеокарт Radeon HD2000, сообщает The Register. На прошедшей в Тунисе презентации
технологий AMD были представлены первые образцы новых видеоадаптеров. По заявлениям разработчиков, видеокарты этой серии являются первыми
адаптерами нового поколения, поддерживающими все современные
технологии и доступными широкому кругу потребителей. Видеоадаптеры
созданы по 65-нанометровому технологическому процессу, оснащены 512-битным
контроллером памяти и универсальным аппаратным видео-декодером,
поддерживающим DirectX 10 и изображение высокой четкости. Стало известно, что некоторые графические технологии, используемые в
новых видеоадаптерах, позаимствованы у Xbox 360. По словам разработчиков,
эти технологии обеспечат ""невиданную"" детализацию в компьютерных
играх.",Наука и техника,Все,2007/05/14
302280,https://lenta.ru/news/2009/10/09/musical/,"В 2010 году появится продолжение мюзикла ""Призрак оперы""","Британский композитор Эндрю Ллойд Уэббер представил в Лондоне 8 октября проект нового мюзикла ""Love Never Dies"" (""Бессмертная любовь""), который станет продолжением ""Призрака оперы"", популярнейшего музыкального спектакля по роману Гастона Леру, который за 23 года посмотрело около 100 миллионов человек во всем мире. О проекте сообщает AFP. Лондонская премьера мюзикла назначена на 9 марта, а бродвейская - на 11 ноября 2010 года. По словам Ллойд Уэббера, он посвятил ""Бессмертной любви"" 17 лет, но проект окончательно сдвинулся с мертвой точки только три года назад, когда композитор позвал на помощь в качестве либреттиста Бена Элтона, британского комика, драматурга и писателя. Действие нового мюзикла будет перенесено из Парижа в Нью-Йорк, на Кони-Айленд. Главную роль - Призрака - исполнит уроженец Ирана Рамин Каримлу (Ramin Karimloo), певший заглавную партию в лондонской постановке ""Призрака оперы"". Партия Кристины досталась американке Сьерре Боггесс (Sierra Boggess), исполнительнице роли Ариель в мюзикле ""Русалочка"".",Культура,Все,2009/10/09
80755,https://lenta.ru/news/2003/10/25/athens/,Организаторы Олимпиады в Афинах заработали на продаже билетов 126 миллионов евро,"За десять месяцев до открытия летней Олимпиады в Афинах на соревнования продано 1 миллион 700 тысяч билетов, выручка от которых составила 126 миллионов евро. Об этом в пятницу на пресс-конференции по итогам визита в Афины Координационной комиссии Международного олимпийского комитета (МОК) сообщила глава оргкомитета ""Афин-2004"" Иоанна Ангелопулу-Даскалаки. Она сказала также, что на сегодняшний день оргкомитет Игр получил более 120 тысяч заявлений от желающих поработать на Олимпиаде в качестве волонтеров. По словам Ангелопулу-Даскалаки, реализация программы строительства олимпийских объектов идет по плану, сообщает РИА ""Новости"". В числе ближайших готовых к сдаче новостроек она назвала главный пресс-центр игр, арены, где пройдут соревнования по настольному теннису, художественной гимнастике, дзюдо и борьбе. Будут ускорены темпы возведения крыши на главной олимпийской арене, строительству новых линий скоростного трамвая и пригородных поездов, сказала глава оргкомитета. Уже в субботу на олимпийских аренах пройдут соревнования Кубка мира по триатлону - первые из серии тестовых мероприятий, которые проверят готовность афинских объектов к Олимпиаде, подчеркнула Ангелопулу-Даскалаки.",Спорт,Все,2003/10/25
390683,https://lenta.ru/news/2011/09/26/acado/,"""Акадо"" оштрафовали на 300 тысяч за телефонную рекламу","Федеральная антимонопольная служба оштрафовала компанию ""Акадо-Столица"" на 300 тысяч рублей за незаконное распространение рекламы по телефону. Об этом сообщается на сайте московского управления ФАС. Жалобу на оператора связи ""Акадо-Столица"" подали москвичи, заявившие, что компания распространяла рекламу на их номера, не спрашивая, хотят ли они ее слышать. По закону распространять рекламу по телефону или факсу можно, только получив предварительное согласие адресата. В апреле 2010 года ФАС оштрафовала компанию ""Акадо"" на 9 миллионов рублей за установление слишком низких тарифов. ФАС обвинила ""Акадо"" в злоупотреблении доминирующим положением на рынке. ""Акадо"" пыталась оспорить это обвинение в суде, однако в январе 2011 года Федеральный арбитражный суд Московского округа признал решение антимонопольщиков законным. Группа компаний ""Акадо"" появилась в 1995 году. Компания предоставляет услуги в области цифрового телевидения и доступа к сети интернет.",Интернет и СМИ,Все,2011/09/26
10570,https://lenta.ru/news/2000/07/24/mikhas/,Швейцария заплатит Михасю 530 тысяч долларов за два года тюрьмы,"В понедельник, 24 июля, швейцарская уголовная палата приняла решение о выплате компенсации Сергею Михайлову за ""неоправданное пребывание"" вженевской тюрьме Шан-Доллон во время следствия, сообщает РИА ""Новости"".  в России Михайлов известен как глава солнцевской преступной группировки Михась. Такая выплата предусмотрена швейцарским законом, однако ееразмер за исключением ""особых случаев"" не должен превышать 6,5 тысячи  долларов. Между тем уголовная палата удовлетворила иск адвоката Михайлова, затребовавшего компенсацию в размере 530 тысяч долларов. Напомним, что в 1997-98 годах 42-летний Михайлов провел 778 дней впредварительном заключении. Он обвинялся в причастности к солнцевской преступной группировке, подделке документов, незаконном приобретении собственности, однако практически по всем пунктам был оправдан за недостаточностью улик. Женевский прокурор Бернар Бертосса во время предъявления Михайловым иска о выплате компенсации сомневался в том, что уголовная палата примет решение об увеличении обычной компенсации до требуемых размеров. Прогноз прокурора оказался неверным, и теперь прокуратура может лишь подать апелляцию на решение уголовной палаты. Пока судьи не сообщили, какими соображениями они руководствовались, удовлетворяя иск Михайлова в полном объеме.",Россия,Все,2000/07/24
760624,https://lenta.ru/news/2019/05/24/bmw_top/,Уникальная BMW взлетела в цене на 800 процентов,"Уникальный родстер BMW 507 1959 года выпуска принес бы своему владельцу около 800 процентов доходности, если бы она была приобретена, например, в 2004 году. Об этом сообщает агентство Bloomberg со ссылкой на данные Suedwestbank, который отмечает, что за последние 15 лет стоимость модели выросла на 800 процентов. Более того, совокупный индекс классических автомобилей за последние 15 лет вырос на 450 процентов. Для сравнения, индекс главной немецкой торговой площадки DAX за аналогичный период вырос всего на 150 процентов. Автомобильный индекс основан на машинах немецкого производства от BMW и Daimler (бренд Mercedes), которым минимум 30 лет. «Винтажные машины могут быть интересным вложением для инвесторов, хорошей альтернативой другим активам, с инвестиционными перспективами», — отметил Йенс Бернер, аналитик Suedwestbank. При этом купить такую «инвестицию» не так-то просто. Стоимость BMW 507, согласно индексу, оценивается в 1,7 миллиона евро (1,9 миллиона долларов). Однако покупателю придется понести еще немало трат ради поддержания такой стоимости и сохранности самого автомобиля, включая страховку. Еще больше сложности в ликвидности актива — продать такие машины быстро почти невозможно, но еще сложнее их верно аутентифицировать, то есть подтвердить их реальное происхождение.",,Рынки,2019/05/24
360464,https://lenta.ru/news/2011/01/24/obmen/,ЦБ насчитал в Москве 125 незаконных обменников,"Банк России выявил 12 новых незаконно действующих ""точек"" обмена валюты в Москве, увеличив список ""нелегальных"" обменников со 113 до 125. Об этом Банк России сообщил в официальном пресс-релизе. В сообщении ЦБ призвал отправлять информацию о незаконных действиях по обмену валюты в ближайшее отделение милиции, а также в территориальное учреждение Банка России. ЦБ решил отказаться от обменников в начале 2010 года. По данным регулятора, в обменных пунктах допускается слишком много нарушений. В частности, отмечалось, что на выносных стендах указываются одни курсы, а при обмене они оказываются другими. С 1 октября 2010 года деятельность пунктов, занимающихся исключительно обменом валюты, запрещена. Данные подразделения банков должны были быть либо ликвидированы, либо перепрофилированы в дополнительные офисы или операционные кассы. Впервые ЦБ обнародовал данные о незаконных точках обмена валюты 16 ноября 2010 года, однако самостоятельно закрывать обменники регулятор не может. В соответствии с законодательством, этим должны заниматься правоохранительные органы. Обменники в России играли важную роль в течение всех 1990-х годов. Так, в 1995-1998 годах их насчитывалось более 11 тысяч, тогда как в первом полугодии 2010 года всего 615 (по официальным данным).",Экономика,Все,2011/01/24
74038,https://lenta.ru/news/2003/07/08/sudan/,"В Судане разбился ""Боинг-737"": 116 человек погибли","Самолет ""Боинг-737"" суданской авиакомпании Sudan Airways разбился недалеко от суданского города Порт Судан, сообщает AP. Как сообщается, самолет, направлявшийся из города Порт Судан, расположенного на побережье Красного моря, в столицу страны Хартум, рухнул вскоре после взлета примерно в пяти километрах от аэропорта. ""Самолет взлетел этим утром, - заявил министр авиации Судана Мохаммед Хассан Аль-Баи (Mohammed Hassan al-Bahi). - Через несколько минут пилот вышел на связь и сообщил, что наблюдаются технические неполадки и он намерен приземлиться. Во время приземления самолет разбился"". Погибли 105 пассажиров и 11 членов экипажа самолета. По официальным данным, в живых остался один ребенок, который сейчас находится в больнице. Были ли среди пассажиров иностранные граждане, еще неизвестно. Причины катастрофы также неизвестны. К месту падения самолета направлена группа экспертов.",Мир,Все,2003/07/08
741396,https://lenta.ru/news/2019/01/04/mok/,Российским лыжникам напророчили санкции на чемпионате мира-2019,"Почетный член Международного олимпийского комитета (МОК) Герхард Хайберг считает, что российские лыжники могут лишиться возможности выступать под своим флагом на чемпионате мира-2019. Его слова передает NRK. Хайберг выразил обеспокоенность текущим положением Российского антидопингового агентства (РУСАДА). Российская сторона не сумела предоставить в срок данные Московской антидопинговой лаборатории. Он выразил надежду, что российские лыжники смогут представлять страну на чемпионате мира-2019, однако допустил, что, возможно, им придется выступать под нейтральным флагом. «На Олимпиаде они выступали под флагом МОК. Возможно, теперь это будет флаг Международной федерации лыжного спорта. Я надеюсь, что решение удастся найти», — заключил Хайберг. Следующее заседание комиссии по соответствию Всемирного антидопингового агентства (WADA) состоится в середине января. Эксперты агентства пока не получили доступа к данным московской лаборатории. Российские власти тем не менее устранили препятствие, обеспечив получение разрешительной документации для оборудования сотрудников WADA. РУСАДА было восстановлено в правах осенью 2018-го. Передача данных Московской лаборатории было одним из условий возвращения статуса.",,Зимние виды,2019/01/04
135663,https://lenta.ru/news/2005/11/14/yukos/,"Абрамович не вернул ""ЮКОСу"" акций на 280 миллионов","Продав ""Газпрому"" акции ""Сибнефти"", губернатор Чукотки Роман Абрамович и его партнеры не вышли из нефтяного бизнеса, пишет в понедельник газета ""Ведомости"". По данным издания, после отмененной сделки по слиянию ""Сибнефти"" и ""ЮКОСа"" структуры Абрамовича остаются владельцами 8,8 процентов акций бывшей компании Михаила Ходорковского (на сумму около 280 миллионов долларов), которые ""ЮКОС"" намерен взыскать с помощью судебных приставов. Как сообщалось ранее, осенью 2003 года ""ЮКОС"" получил 92 процента акций ""Сибнефти"", частично купив их, частично - обменяв на свои акции в ходе размещения новой эмиссии. Кроме того, 8,8 процента акций ""ЮКОСа"" были обменены на 14,5 процента акций ""Сибнефти"". В начале 2004 года ""ЮКОС"" и Millhouse Capital, представляющая интересы Абрамовича и его партнеров, подписали соглашение об обратной сделке, а затем Millhouse добилась через суд отмены допэмиссии акций ""ЮКОСа"". Вместе с тем структуры Millhouse оспорили в Арбитражном суде Чукотского округа договор мены 14,5 процентов акций ""Сибнефти"" на 8,8 процента акций ""ЮКОСа"". В июле Millhouse выиграла тяжбу, вернув себе эти акции, а в октябре продала ""Сибнефть"" ""Газпрому"". Однако решение чукотского суда исполнено не полностью, пишут ""Ведомости"": ""ЮКОС"" своих акций назад не получил. По словам сотрудника ""ЮКОСа"", которые приводит газета, нефтяная компания ожидала от владельцев ""Сибнефти"" добровольного исполнения решения суда, однако на днях обратилась к судебным приставам. В исполнительных листах, по данным издания, указаны четыре офшора, в которых находятся эти акции - Kindselia Holdings, Heflinham Holdings, White Pearl Investments и Gemini Holdings. Между тем в Millhouse ""Ведомостям"" неофициально подтвердили, что акции ""ЮКОСа"" компании не возвращены, отметив при этом, что ""проблем с их возвращением нет"", а ""ЮКОС"" попросту не выполнил необходимые технические процедуры, чтобы получить назад свои акции, и ""не проявил заботы о своей собственности"". В свою очередь в службе судебных приставов газете сообщили, что розыск акций ""ЮКОСа"" будет начат ""по общим правилам"", и если бумаг не окажется на указанных офшорах, то ""возможны разные варианты"", в том числе и востребование денег.",Экономика,Все,2005/11/14
553482,https://lenta.ru/news/2015/07/15/soobhniknemec/,Охранника из Освенцима признали соучастником 300 тысяч убийств,"Оскар Гренинг (Oskar Gröning), 94-летний немец по прозвищу Бухгалтер, работавший охранником концентрационного лагеря Освенцим, был признан виновным в пособничестве массовым убийствам. Мужчину приговорили к четырем годам тюремного заключения, сообщает Reuters. Решение по делу Гренинга было оглашено судом города Люнебурга на неделю раньше, чем предполагалось. По информации газеты The Telegraph, длительность заседаний на протяжении всего времени разбирательства была сокращена до трех часов в день в связи с почтенным возрастом мужчины. В ходе процесса в апреле Гренинг принес свои извинения бывшим узникам лагеря. Гренинг непосредственно не занимался уничтожением людей во время работы в Освенциме. В его обязанности входил досмотр имущества поступавших в лагерь узников и конфискация у них денег и драгоценностей. По информации газеты The Guardian, Гренинг во время процесса утверждал, что не знал многих страшных деталей, хотя и был осведомлен о том, что в лагере массово убивают людей. В ответ на это бывшая узница Ирен Фогель Вайс (Irene Fogel Weiss), присутствовавшая в зале суда, заявила: «Он сказал, что считает себя не преступником, но всего лишь винтиком большой машины. Но если бы он сидел здесь в своей эсэсовской форме, я бы вздрогнула, и весь тот ужас, через который я прошла 13-летней девочкой, вернулся бы ко мне». Дело против Гренинга возбудили после ряда аналогичных процессов, на которых в качестве обвиняемых проходили бывшие солдаты нацистской Германии. В мае 2015 года прокуратура начала расследование в отношении мужчины, командира роты 16-й танковой дивизии СС. Дело было прекращено в связи с тем, что бывший офицер впал в старческий маразм. В 2013 году прокуратора предъявила обвинения Гансу Липшицу, бывшему охраннику Освенцима. В итоге, по информации газеты The Forward, состояние здоровье Липшица было признано недостаточно удовлетворительным для того чтобы мужчина предстал перед судом. В 2011 году к пяти годам тюрьмы был приговорен Джон Демьянюк — надзиратель лагеря смерти в Треблинке по прозвищу Иван Грозный. В связи с преклонным возрастом Демьянюк был отпущен. В 1988 году он был осужден на смертную казнь в Израиле. В 1993 году мужчина был оправдан за недостаточностью улик. Освенцим — польское название концентрационного лагеря Аушвиц, располагавшегося в 1940-1945 годах в Польше, вблизи города Освенцим (Oświęcim). На территории лагеря было умерщвлено более миллиона человек. Освенцим был освобожден советскими войсками в 1945 году. ",Мир,Общество,2015/07/15
530012,https://lenta.ru/news/2014/12/26/torrent/,Фильм о покушении на Ким Чен Ына за сутки скачали 900 тысяч пользователей ,"Более 900 тысяч человек  скачали пиратские копии фильма «Интервью» за сутки, сообщает издание Variety. После выхода фильма «Интервью» на YouTube Movies, Google Play, Xbox Video и официальном сайте киноленты его высококачественные пиратские копии загрузили торрент-пользователи по всему миру. 28 процентов пришлось на США. В четверг, 25 декабря, посольство КНДР в Москве выступило с рекомендацией не показывать фильм в России. Власти Северной Кореи посчитали, что американская лента о покушении на Ким Чен Ына представляет собой «опасную кинопродукцию, которая оправдывает и поощряет терроризм». Главные роли в картине исполнили Джеймс Франко («Человек-паук», «Харви Милк») и Сет Роген («Зеленый Шершень»). По сюжету, двое телеведущих получают возможность взять интервью у Ким Чен Ына, однако перед поездкой в Северную Корею их зачисляют в ряды спецслужб, после чего они получают приказ убить лидера КНДР. Незадолго до премьеры фильма в Нью-Йорке 18 декабря 2014 года кинокомпания Sony Pictures получила угрозы от неизвестных хакеров устроить теракт во время сеанса, в результате чего показ был отменен. Материалы «Интервью» были полностью украдены хакерами во время кибератаки на Sony Pictures вместе с личной перепиской сотрудников, сценариями и материалами кинопроектов.",Культура,Кино,2014/12/26
368914,https://lenta.ru/news/2011/03/31/growth/,Военные проекты Пентагона подорожали на 135 миллиардов долларов,"Портфель военных проектов министерства обороны США с 2008 года увеличился с 96 до 98, а общий объем расходов на реализацию этих программ достиг 1,68 триллиона долларов, говорится в докладе Главного контрольного управления (GAO) США. К концу 2010 года стоимость 80 процентов военных проектов выросла на 135 миллиардов долларов за два года, причем рост в 70 миллиардов долларов не является следствием увеличения заказа на оборонную продукцию. В частности, в 2008 году Пентагон рассчитывал, что стоимость военных проектов разработки составит 407 миллиардов долларов, однако в 2010 году эта оценка была увеличена до 428 миллиардов долларов. При этом в 2008 году ожидалось, что расходы на покупку новых вооружения и военной техники составят 1,089 триллиона долларов, однако в 2010 году эта оценка увеличилась до 1,219 триллиона долларов. GAO отмечает, что в подсчет роста стоимости проектов не была включена программа разработки системы противоракетной обороны, расходы на которую увеличились на 15 миллиардов долларов. В числе наиболее подорожавших проектов оказался перспективный истребитель Lockheed Martin F-35 Lightning II. Реализация этой программы в 2008 году оценивалась в 249,7 миллиарда долларов, однако в 2010 году эта оценка увеличилась до 263,7 миллиарда долларов. При этом прогнозируемая стоимость одного самолета выросла со 101,7 миллиона долларов до 115,5 миллиона долларов. Следует отметить, что имеется в виду усредненная стоимость самолета, который будет выпускаться в трех версиях для ВВС, ВМС и Морской пехоты США. Другим значительно подорожавшим проектом стала программа строительства эсминцев проекта DDG 51 ""Арли Берк"". Стоимость этого проекта выросла с 77,4 до 94,3 миллиарда долларов, при том что цена одного такого корабля увеличилась с 1,2 до 1,3 миллиарда долларов. Общая стоимость программы создания и закупки истребителей F-22 Raptor, поставка которых завершится в ближайшие пару лет, с 2008-го по 2010 год выросла с 75,2 до 77,4 миллиарда долларов. При этом стоимость одного самолета за этот период выросла с 408,7 до 411,7 миллиона долларов. При расчете стоимости покупки одной единицы военной техники GAO учитывала не только фактическую стоимость продукции, но также и всех сопутствующих услуг, включая закупку вооружения, оборудования обслуживания, техническое сопровождение и обучение персонала. Ознакомиться со 195-страничной версией доклада (PDF, 8,5 мегабайт) можно здесь. Основные положения доклада можно посмотреть здесь. Между тем, как сообщает Defence Talk, директор программ закупки и расчета финансирования GAO Майкл Салливан (Michael Sullivan) заявил, что на протяжении последних лет наметилась тенденция увеличения числа нарушений статута Нанна-Маккерди. С 1997 года было зафиксировано 74 случая нарушения закона по 47 главным военным программам. Наибольшее число нарушений разбиралось Конгрессом США в 2001-м, 2005-м, 2006-м и 2009 годах. Статут или поправка Нанна-Маккерди был предложен в 1982 году сенатором Сэмом Нанном и конгрессменом Дейвом Маккерди. Документ, принятый в 1983 году, вносил правку в ""Закон о выделении ассигнований для министерства обороны США"". Согласно поправке, Пентагон обязан предоставлять Конгрессу подробный отчет, если стоимость программы разработки или конечная стоимость создаваемой единицы военной техники вырастает более чем на 15 процентов. Кроме того, статут требует, чтобы Пентагон прекращал разработку того или иного вида вооружения, если общая стоимость программы более чем на 25 процентов превышает изначальную смету. Впрочем, согласно статуту Нанна-Маккерди, проект может быть сохранен, если министру обороны страны удастся доказать, что разработка является жизненно важной для обороноспособности США. В 2010 году министру обороны США Роберту Гейтсу удалось сохранить проект истребителя F-35, стоимость разработки которого выросла более чем на 25 процентов и программа оказалась на грани закрытия.",Наука и техника,Все,2011/03/31
